Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,BERT Label,confidence,True Label
WDkg3h8PCVU,UgwdDBuYShxrCUJNoqt4AaABAg,2023-06-22T06:56:06Z,2023-06-22T06:56:06Z,1,1:08 Too epic. This is what a December blockbuster looks like,NON_HATE,0.9717485905,NON_HATE
WDkg3h8PCVU,UgzoGZ9P6mEjr3fQo-l4AaABAg,2023-06-12T16:45:45Z,2023-06-12T16:45:45Z,0,90,NON_HATE,0.9776006341,NON_HATE
WDkg3h8PCVU,Ugw645d5Pd5C4cSQ9194AaABAg,2023-06-12T14:52:08Z,2023-06-12T14:52:08Z,0,"Fantastic badass movie. Thanks Momoa, thanks Wan, thanks everyone. 🙏",NON_HATE,0.9008113742,NON_HATE
WDkg3h8PCVU,Ugysr9Z3Y1xu4GUXpx54AaABAg,2023-06-08T06:57:17Z,2023-06-08T06:57:17Z,0,1:11,NON_HATE,0.9774374962,NON_HATE
WDkg3h8PCVU,Ugyht8KxyyWoZIU322N4AaABAg,2023-06-01T02:35:48Z,2023-06-01T02:35:48Z,1,The hottest version of Amber Heard is still in “Never Back Down” and it’s not even close,NON_HATE,0.955117166,NON_HATE
WDkg3h8PCVU,UgxCZKiAOMgv5OtMAgl4AaABAg,2023-05-29T13:54:03Z,2023-05-29T13:54:03Z,0,Where is Vinny chase ?,NON_HATE,0.9774682522,NON_HATE
WDkg3h8PCVU,UgxYmWmJeYA-LuE8hwl4AaABAg,2023-05-28T19:27:51Z,2023-05-28T19:27:51Z,0,"some Hollywood junkie writer had a hard on for Aquaman,  the most mundane boring superhero ever, 
and this is the result",NON_HATE,0.9106824994,NON_HATE
WDkg3h8PCVU,UgxYNVzX73RqPrdx1-h4AaABAg,2023-05-27T17:28:57Z,2023-05-27T17:28:57Z,0,Considering how terribly humans have treated the oceans can't really blame them for wanting to declare war,NON_HATE,0.9023216367,NON_HATE
WDkg3h8PCVU,Ugxz9LgZYsGxlgcwWE54AaABAg,2023-05-21T13:31:11Z,2023-05-21T13:31:11Z,0,What are we blowing up???....The Vatican?????,NON_HATE,0.9358943105,NON_HATE
WDkg3h8PCVU,UgxJke0PhPtugR-1ChZ4AaABAg,2023-05-21T07:50:48Z,2023-05-21T07:50:48Z,2,"Apart from the Amber Heard casting, it is a perfect movie. In fact, I can't even get mad at her performance in this. I'll just pretend that the red & the blonde version of her are two different people",NON_HATE,0.9322328568,NON_HATE
WDkg3h8PCVU,UgypJQR4ZP9YKrKNw0F4AaABAg,2023-05-21T00:28:23Z,2023-05-21T00:28:23Z,1,"I really didn't expect this great movie to be made by a person of the same nationality as me, James Wan from Malaysia. In addition to aquaman, he is also the filmmaker of annabelle, insidious, furious7 and saw. My feeling of pride is hard to explain😭❤, just ignore the insults from our neighboring giant country...",NON_HATE,0.9411315918,NON_HATE
WDkg3h8PCVU,UgzZno-CpjZs8m6gBZ94AaABAg,2023-05-14T17:51:31Z,2023-05-14T17:51:31Z,0,Feliz,NON_HATE,0.9780728221,NON_HATE
WDkg3h8PCVU,UgwroXSQEywTgS4wzcN4AaABAg,2023-04-29T08:49:44Z,2023-04-29T08:49:44Z,0,I love ❤️ Mera!!,NON_HATE,0.9619130492,NON_HATE
WDkg3h8PCVU,UgyM061PzuOHS-joWM94AaABAg,2023-04-23T06:01:22Z,2023-04-23T06:01:22Z,0,In 2022,NON_HATE,0.9720250368,NON_HATE
WDkg3h8PCVU,UgxiFg80lw7cixkKa4J4AaABAg,2023-04-16T14:36:22Z,2023-04-16T14:36:22Z,0,"Redheads, you gotta luv 'em",NON_HATE,0.9752816558,NON_HATE
WDkg3h8PCVU,UgzckeSLmXIVeDeC4Nd4AaABAg,2023-04-09T13:41:48Z,2023-04-09T13:41:48Z,1,Feb-23,NON_HATE,0.9769849777,NON_HATE
WDkg3h8PCVU,Ugz_7eQm3A0AVgoEhux4AaABAg,2023-04-04T04:02:44Z,2023-04-04T04:02:44Z,2,Still the best DCEU movie,NON_HATE,0.9682490826,NON_HATE
WDkg3h8PCVU,UgxCli5ifY20kGtH_B14AaABAg,2023-03-31T14:07:41Z,2023-03-31T14:07:41Z,0,great movie,NON_HATE,0.9718363881,NON_HATE
WDkg3h8PCVU,UgysKGiRT5Lpiq8DsdF4AaABAg,2023-03-28T11:35:30Z,2023-03-28T11:35:30Z,0,0😅😊😅😊😊1a 😊😊😊😊😊😊😊😊😊,NON_HATE,0.9724235535,NON_HATE
WDkg3h8PCVU,UgwPEYlvbw75amNzKnB4AaABAg,2023-03-15T15:34:42Z,2023-03-15T15:34:42Z,0,I thought he was Roman Reigns,NON_HATE,0.9554021955,NON_HATE
WDkg3h8PCVU,UgxxNi30D4DXKygotC94AaABAg,2023-03-15T15:21:17Z,2023-03-15T15:21:17Z,1,Hopefully Amber Heard’s character dies in Aquaman 2,NON_HATE,0.9726334214,NON_HATE
WDkg3h8PCVU,UgzeMtInRwkCqXRaiDR4AaABAg,2023-03-13T07:38:32Z,2023-03-13T07:38:44Z,0,after comparing aquaman and little mermaid VFX. little mermaid is in the space,NON_HATE,0.9408683181,NON_HATE
WDkg3h8PCVU,Ugzx_0_GOmq9u2yc4jt4AaABAg,2023-03-13T02:24:52Z,2023-03-13T02:24:52Z,1,"Came here to charge up my testosteron batteries after watching the Little Mermaid trailer. Damn, what a badass and epic movie.",NON_HATE,0.9588282108,NON_HATE
WDkg3h8PCVU,UgxsoeAgzzaF_Vohpw54AaABAg,2023-03-11T21:37:51Z,2023-03-11T21:37:51Z,0,Great trailer.,NON_HATE,0.9766407013,NON_HATE
WDkg3h8PCVU,UgxSGFaKYGczOevZO3B4AaABAg,2023-02-27T05:09:42Z,2023-02-27T05:09:42Z,0,This looks so bad,NON_HATE,0.9661535621,NON_HATE
WDkg3h8PCVU,UgwrK4KJP8EuUWzEGH54AaABAg,2023-02-25T16:06:00Z,2023-02-25T16:06:00Z,0,Most problematic opinion: TALOKANS>>>>>>ATLANTIS,NON_HATE,0.9374386668,NON_HATE
WDkg3h8PCVU,UgwTUH6doTXExTjm0OR4AaABAg,2023-02-08T02:08:30Z,2023-03-03T12:24:38Z,2,First time watching the trailer lol I’m just here to appreciate the music 😎 It makes me happy to hear TSFH in trailers 🤗 Name: None Shall Live,NON_HATE,0.9503622651,NON_HATE
WDkg3h8PCVU,UgwCEnOsBVDXS08n_nt4AaABAg,2023-02-02T08:33:10Z,2023-02-02T08:33:10Z,0,"30 Meter“s  199 Tonnes 
5.5 Meter“s And 1600 Kilogram 
60 Kilogram 170  5.30 
3317 Ratio Enlarge and Large 
68  Times More To Get in Cell Enlarge And Cell in Body Engineerin and Cell Developin To Get Employee Fund Provident I“n Battel.Once J“ust Get in ANP Card To Get All in 79 percent Ocean And 21 Percent Lsn and 6 Percent Fresh Ml To in Vvaterkingdom and Aquaman 1 and 2",NON_HATE,0.9034439325,NON_HATE
WDkg3h8PCVU,Ugxv43j_gTnJqZodVox4AaABAg,2023-01-24T05:39:10Z,2023-01-24T05:39:10Z,1,"At the end of the fight at the end with his brother or half brother they all help the half breed brother helping the full breed brother! Because Tov only one! Nu? Shalom Aleichem 


So they rejoice like all love of brother! Brotherly Ahavah love! 

Facts: True Truth

Shalom Aleichem",HATE,0.5920334458,NON_HATE
WDkg3h8PCVU,Ugx5OHgXQ3NEk_cDrIl4AaABAg,2023-01-20T14:12:49Z,2023-01-20T14:12:49Z,1,I think Namor > Aquaman in live action 🙂,NON_HATE,0.9380924106,NON_HATE
WDkg3h8PCVU,Ugx8xYR_8ejgvwQ3fKt4AaABAg,2023-01-18T14:59:57Z,2023-01-18T14:59:57Z,1,I found your Amber Heard replacement: Teresa Palmer. You're welcome.,NON_HATE,0.9684915543,NON_HATE
