Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,BERT Label,confidence,True Label
cIvOHGIzCd0,Ugx8DmSY46Pv4ihuDRB4AaABAg,2023-05-13T14:04:58Z,2023-05-13T14:04:58Z,0,one of the my fav,NON_HATE,0.9720663428,NON_HATE
cIvOHGIzCd0,UgwtMAOxnT_haa1GTAt4AaABAg,2023-03-06T01:26:19Z,2023-03-06T01:26:19Z,1,Looks like the teen titans movie predicted it,NON_HATE,0.9759992361,NON_HATE
cIvOHGIzCd0,Ugx4ZdZYrjOAYb6wwTh4AaABAg,2023-02-08T05:18:57Z,2023-02-08T05:18:57Z,0,Give us pennyworth season 4 -.-,NON_HATE,0.9759120345,NON_HATE
cIvOHGIzCd0,UgwLPyBkVA1g71vKmFt4AaABAg,2022-12-14T11:38:14Z,2022-12-14T11:38:14Z,0,Flogging a dead horse for every drop,NON_HATE,0.9744800925,NON_HATE
cIvOHGIzCd0,UgxJty01aX6GboBe2sR4AaABAg,2022-12-13T03:58:14Z,2022-12-13T03:58:14Z,77,"That moment your realise Alfred wasn’t the family butler, he was the family bodyguard.",NON_HATE,0.9709658623,NON_HATE
cIvOHGIzCd0,UgyWrQZWnZlJuAZbTCB4AaABAg,2022-11-16T17:37:38Z,2022-11-16T17:37:38Z,0,"“I don’t like violence, and I don’t like you mate.” Pretty cold.",NON_HATE,0.9498924017,NON_HATE
cIvOHGIzCd0,Ugywhnm2Auhmq9NswvN4AaABAg,2022-11-11T20:49:55Z,2022-11-11T20:49:55Z,0,"I'm considering watching this for the first time, but I want to know first. I'm a Christian and I won't watch anything that has too many God or Jesus profanities. If someone could answer if this show has them or not that would be greatly appreciated! Non spoilers please",NON_HATE,0.953751862,NON_HATE
cIvOHGIzCd0,Ugwt-cKhikEBOIkfupB4AaABAg,2022-10-28T10:46:48Z,2022-10-28T10:46:48Z,0,Trash,NON_HATE,0.9780728221,NON_HATE
cIvOHGIzCd0,Ugzc3A88Saj3uPeSF8l4AaABAg,2022-10-22T05:20:59Z,2022-10-22T05:20:59Z,0,Paloma Faith is a scene stealer.  Love Bet!,NON_HATE,0.966727972,NON_HATE
cIvOHGIzCd0,UgxgXYm8p--spyEYzQZ4AaABAg,2022-10-09T14:44:32Z,2022-11-29T11:35:12Z,2,"This Alfred is crazy 😆

I'm also anti LGBT and homophobic",NON_HATE,0.9248070717,HATE
cIvOHGIzCd0,UgyibDUifu3Yb9ciwm94AaABAg,2022-10-09T09:26:19Z,2022-10-09T09:26:19Z,0,"If you have to use french words for something, I dont like it' 
Someone tell this idiot that English is literally a language that emerged from French when King William the conqueror (Norman), invaded England and slowly and gradually the English language emerged through a mixture of French and the local language. Moreover it was also the nobility that spoke French (IN ENGLAND) and peasants spoke the local language. 

I hate such cheap, dumb, patriotic lines in movies and TV shows.",HATE,0.8302053213,
cIvOHGIzCd0,Ugx-zlAtT1AzKn_6LCx4AaABAg,2022-10-07T14:32:19Z,2022-10-07T14:32:19Z,1,"Pretty decent, but another series that puts a ludicrous amount of visceral, when suggestion was the art of cinema. CGI and gore are  killing creative imagination.",NON_HATE,0.9698055983,NON_HATE
