Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,predicted_label
mqqft2x_Aa4,UgzYtbcbhR1YE0OR_Yp4AaABAg,2023-06-27T04:33:16Z,2023-06-27T04:33:16Z,0,Garbage movie. Weakest Batman ever.,1
mqqft2x_Aa4,Ugw-Uk5RQJgSEgq6tFl4AaABAg,2023-06-25T21:52:55Z,2023-06-25T21:52:55Z,1,"You know a movie is awesome, when you came back to the trailer after watching it.",1
mqqft2x_Aa4,UgyOYIAaxeClMRW3EcJ4AaABAg,2023-06-25T16:20:58Z,2023-06-25T16:20:58Z,1,the scarecrow would be the most perfect villain for this batman,1
mqqft2x_Aa4,UgwFfRHEohvhLLJuJ1B4AaABAg,2023-06-25T15:23:11Z,2023-06-25T15:23:11Z,0,love this movie after year,1
mqqft2x_Aa4,UgwODXd-zqdnAgzul3N4AaABAg,2023-06-25T04:17:06Z,2023-06-25T04:17:06Z,0,🦇,1
mqqft2x_Aa4,Ugz9ba_DRZoPa5Gtv154AaABAg,2023-06-25T04:16:38Z,2023-06-25T04:16:38Z,0,I'm the knight,1
mqqft2x_Aa4,UgxxpIlLqhr-TfJ5fYd4AaABAg,2023-06-25T04:11:37Z,2023-06-25T04:11:37Z,0,What have you done arghhhh👊👊,1
mqqft2x_Aa4,UgzmRt9JkEGkYm_SkJ14AaABAg,2023-06-25T03:53:11Z,2023-06-25T03:53:11Z,0,This is the best superhero trailer ever made easily and one the best in general. It will forever hold up,1
mqqft2x_Aa4,Ugz8ou13pSqVoE6bV0F4AaABAg,2023-06-24T23:55:10Z,2023-06-24T23:55:10Z,0,This movie is one of the Stupidest dc films on the planet,1
mqqft2x_Aa4,UgwcteXzQE5subVqTst4AaABAg,2023-06-24T23:51:07Z,2023-06-24T23:51:07Z,1,"The Batman (2022) is a terrible film. It's got terrible writing, terrible pacing, terrible dialogue, terrible villains, terrible fight scenes, and an overall terrible plot. It's a complete mess of a film and it doesn't even deserve the name The Batman.",1
mqqft2x_Aa4,UgzsJC73-MIdfQ-EEU54AaABAg,2023-06-24T23:50:32Z,2023-06-24T23:50:32Z,1,"The plot? terrible.


Writing? awful.


Cast? trash.


Pacing? horrendous.


The movie? trash.",1
mqqft2x_Aa4,UgzYtCSokWCMX7B4xbt4AaABAg,2023-06-24T14:38:09Z,2023-06-24T14:38:09Z,1,The trailer was better than the movie.,1
mqqft2x_Aa4,UgzwEFLl15ToHb3RtCx4AaABAg,2023-06-24T07:46:31Z,2023-06-24T07:46:31Z,0,I cant breath when seen trailer,1
mqqft2x_Aa4,UgyC54WKT8nQTwO1qxx4AaABAg,2023-06-23T15:43:09Z,2023-06-23T15:43:09Z,1,Funny how in The Woke Man they demonize hunting rifles and now they are banning hunting rifles...just a coincidence?,1
mqqft2x_Aa4,Ugwc_VkZdOn_7EkgIVt4AaABAg,2023-06-23T05:00:49Z,2023-06-23T05:00:49Z,2,I'm Vengeance,1
mqqft2x_Aa4,Ugx-E8LPp6k459ZIi0F4AaABAg,2023-06-23T03:28:55Z,2023-06-23T03:29:52Z,3,"The poor, weak, and stupid batman. Sorry",1
mqqft2x_Aa4,UgxV5IMdVqwdYFUrnPF4AaABAg,2023-06-21T17:01:58Z,2023-06-21T17:01:58Z,0,The reason I don’t bother keeping up with film news is so I get super hyped when something like this dropes,1
mqqft2x_Aa4,UgyieKk0wmXDqOKMHmt4AaABAg,2023-06-20T10:55:10Z,2023-06-20T10:55:10Z,0,I don't hav a words how was the night became when i saw this movie in the theatre and specially on the night show i don't have a words,1
mqqft2x_Aa4,Ugy35j5unJcna-gTbhF4AaABAg,2023-06-20T04:18:31Z,2023-06-20T04:18:31Z,0,"Lo peor que pudieron hacer fue meter al vampirito inútil ese. No la vimos, ni la veremos por el ""actor""",1
mqqft2x_Aa4,UgweaeFi-_i2C1jQmbB4AaABAg,2023-06-19T16:43:25Z,2023-06-19T16:43:25Z,3,Movie was so horrible,1
mqqft2x_Aa4,Ugx-715reeJzFDsFGrZ4AaABAg,2023-06-19T13:47:07Z,2023-06-19T13:48:30Z,0,Trailer looks dope this will be the best superhero movie of 2022,1
mqqft2x_Aa4,UgwCnAzx9iISIKuVTbx4AaABAg,2023-06-19T10:56:24Z,2023-06-19T10:59:40Z,0,"great movie i hope WB and DC learn from this, joker 2019 and man of steel also the dark knight 
DC dont need be clowney like marvel",1
mqqft2x_Aa4,UgzKhGUi06Q_WNciDUh4AaABAg,2023-06-19T04:53:28Z,2023-06-19T04:53:28Z,0,IM BACK MF,1
mqqft2x_Aa4,Ugyu_0pizuJvgCM3sQl4AaABAg,2023-06-19T02:54:11Z,2023-06-19T02:54:11Z,0,Trailers are best edits,1
mqqft2x_Aa4,UgzWklAckyoYhMAU15J4AaABAg,2023-06-18T20:06:26Z,2023-06-18T20:06:26Z,6,Change catwoman,0
mqqft2x_Aa4,UgxddZJJo52u1YdAhfp4AaABAg,2023-06-18T05:40:06Z,2023-06-18T05:40:06Z,1,When you get bored being vampire,1
