Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,predicted_label
sfM7_JLk-84,UgwwesJyskS3JnF2eEN4AaABAg,2023-06-25T06:22:54Z,2023-06-25T06:22:54Z,0,Yes,1
sfM7_JLk-84,UgyYA-zCqebFf1INaRh4AaABAg,2023-06-24T14:54:17Z,2023-06-24T14:54:17Z,0,donlom,1
sfM7_JLk-84,UgzwwgD8JqjsScFHlg54AaABAg,2023-06-24T09:46:05Z,2023-06-24T09:46:05Z,2,Everyone will see how bad the writing and directing were....,1
sfM7_JLk-84,UgxajvCGx10dgJHI0v14AaABAg,2023-06-23T04:53:23Z,2023-06-23T04:53:23Z,3,"One of the BEST movie trailer, and one of the WORST movie ever made.",1
sfM7_JLk-84,UgxyRtdCs--0CugjNN54AaABAg,2023-06-19T20:56:33Z,2023-06-19T20:56:33Z,0,"Damn after all this time i come here again to watch this piece of art again and again. BTW i rewatched a movie again a few days ago and i take my words back. The movie is with a pretty deep sense (at least for me)
I felt so bad for her (WW) you could clearly see that she loved him so much and Gal Gadot is perfect as WW. Pity we didnt appreciate it earlier",1
sfM7_JLk-84,Ugw5x4E1alqTi7yEY-54AaABAg,2023-06-17T20:02:46Z,2023-06-17T20:02:46Z,2,3 years later and I still come back and watch this because of its EPICNESS!!,1
sfM7_JLk-84,UgwQUEky52Tp7yLeFWx4AaABAg,2023-06-16T18:16:48Z,2023-06-16T18:16:48Z,0,In the 1950s it was wonder woman in 2023 it's wondering if that is a woman 😂,1
sfM7_JLk-84,UgyXLbA6rq0X-ELQFTp4AaABAg,2023-06-16T02:43:45Z,2023-06-16T02:43:45Z,1,flash here u come,1
sfM7_JLk-84,UgzbuQHgAlXK8Og6J9F4AaABAg,2023-06-13T11:51:41Z,2023-06-13T11:52:12Z,1,"0:43😍😍😍😍😍
1:42-1:43 & 1:50-1:51😍😍😍😍😍😍",1
sfM7_JLk-84,UgzWvrLUIHJ7cuLLV-B4AaABAg,2023-06-13T11:24:20Z,2023-06-13T11:24:20Z,0,I know the cheetah character and her bugs bunny heels😂😂😂,1
sfM7_JLk-84,UgyNLEgYMdgAjbsLWAp4AaABAg,2023-06-07T02:32:21Z,2023-06-07T02:32:21Z,2,The reason why the trailer is so good is because there were a lot of moments in the movie that were filmed for the trailer and had no bearing on the plot in any sense of the word.,1
sfM7_JLk-84,UgzUl2DSz0qboyET8gB4AaABAg,2023-06-05T23:43:20Z,2023-06-05T23:43:20Z,2,"The first two trailers for both wonder woman movies were PERFECT! 
Hard to imagine better trailers than these.  Next time..  place the person who made these trailers to direct the movies instead.",1
sfM7_JLk-84,UgyrEgHhWD92_mhQOkF4AaABAg,2023-06-05T18:12:00Z,2023-06-05T18:12:00Z,2,I can adamantly say that this person made tha Flash's trailer too .,1
sfM7_JLk-84,UgwXe97HwtJ9scUxg1t4AaABAg,2023-05-31T16:37:14Z,2023-05-31T16:37:14Z,0,This movie was a huge letdown. After Justice League this movie shouldn't have been made.,1
sfM7_JLk-84,UgwbPWyaK80AmvfD6_14AaABAg,2023-05-31T07:07:08Z,2023-05-31T07:07:08Z,2,"I hear people complaining about how bad was the movie. I think they just made the trailer way too good. I saw the movie after some reviews, so I went with low expectations and I kind of liked the movie.",1
sfM7_JLk-84,UgxZtT1ncjUzg2dBAOl4AaABAg,2023-05-30T13:33:29Z,2023-05-30T13:33:29Z,1,The musical arrangement and transition starting at 1:25 🎉 best part,1
sfM7_JLk-84,UgwK-DQ6hT809lEp_vd4AaABAg,2023-05-28T11:54:38Z,2023-05-28T11:54:38Z,0,MISS SIGNED 28/05/2023.,1
sfM7_JLk-84,UgyD824Tk1wdmp6TTjh4AaABAg,2023-05-28T03:12:29Z,2023-05-28T03:12:29Z,2,trailer was 10000% better than the actual film,1
sfM7_JLk-84,Ugzjtj1u38INYwdwMI14AaABAg,2023-05-27T12:16:22Z,2023-05-27T12:16:22Z,0,This actress is not Wonder Woman. Try again.,1
sfM7_JLk-84,Ugy2N5oStVLOv4DXsPp4AaABAg,2023-05-27T10:56:27Z,2023-05-27T10:56:27Z,0,Perhaps I should watch it someday.,1
sfM7_JLk-84,UgxYIK6JmMHylj-Nryd4AaABAg,2023-05-27T00:58:26Z,2023-05-27T00:58:26Z,2,"Movie wasn't much, but this is an S-Tier trailer",1
sfM7_JLk-84,UgxkfEiRv5Bi9LE_DuF4AaABAg,2023-05-25T15:09:45Z,2023-05-25T15:09:45Z,1,This trailer tricks me into watching the movie. Fk! Im skipping all trailers from now on,1
sfM7_JLk-84,UgzLqERP_wgAv1od1Fh4AaABAg,2023-05-25T05:31:07Z,2023-05-25T05:31:07Z,0,A really amazing movie ❤❤❤,1
sfM7_JLk-84,UgxK9dJ1Ux9fJQiAVRJ4AaABAg,2023-05-23T13:33:30Z,2023-05-23T13:33:30Z,3,"the trailer : It's all art!
the movie : Uh, that's just a trash can.",1
sfM7_JLk-84,UgzkkHtVIZvQAOOD6Pp4AaABAg,2023-05-22T17:42:11Z,2023-05-22T17:42:11Z,0,"I was sold on the ""1984"" direction because there was so much happening in that year! 

But nope! All they took from the year was the wardrobe (and even that was lacking) 😒",1
sfM7_JLk-84,UgytCk5UZ7veGvshJ_F4AaABAg,2023-05-21T22:30:29Z,2023-05-21T22:30:29Z,0,"Cigano Devils Chaser 
Brought me here.",1
sfM7_JLk-84,Ugwmp15qucvKhcqKIKh4AaABAg,2023-05-20T18:58:49Z,2023-05-20T18:58:49Z,0,1:40,1
sfM7_JLk-84,Ugy2_GKgvHTVwBm9NHx4AaABAg,2023-05-19T08:36:40Z,2023-05-19T08:36:40Z,1,"Greetings from Ukraine, thanks to Americans for yr help in our fight for freedom.",1
sfM7_JLk-84,UgxukRyczH2Rxa9rjYh4AaABAg,2023-05-18T22:35:26Z,2023-05-18T22:35:26Z,0,i like,1
sfM7_JLk-84,UgyuuJ82C7SfBfHcv5R4AaABAg,2023-05-18T12:01:32Z,2023-05-18T12:01:32Z,0,"Movie is good but it can be better. Maybe if there will be WW3, then they should redeem themselves production wise. But I'm still a fan of Gal Gadot as WW. Hopefully theyre not going to replace her.",1
sfM7_JLk-84,UgwzvlMhHl4Juk1RMWZ4AaABAg,2023-05-16T18:16:24Z,2023-05-16T18:16:24Z,0,"ww1984 didn't match up the first movie (which was a massive hit!) 
maybe it was done under limited locations during the latter part of covid pandemic..
movements were heavily restricted, so making an hero-inspired movie needed a huge staffing.. 
but inspite of it, they tried their best to pull it off just to deliver a decent wonder woman sequel..
the story wasn't too appealing, but seeing something new at that mid-covid era would be forgivable..😅😅",1
sfM7_JLk-84,Ugx80YUE2sFnhLmfzCl4AaABAg,2023-05-15T22:31:25Z,2023-05-15T22:31:25Z,1,"I still haven't seen the film, but I was listening to Blue Monday today and remembered how much I love this trailer, so here I am! Blue Monday sounds so epic here!",1
sfM7_JLk-84,UgwGzK0Eq8ZVC5zrLTB4AaABAg,2023-05-06T05:49:45Z,2023-05-06T05:49:45Z,3,most deceptive trailer ever.,1
sfM7_JLk-84,Ugx8a0sqAPvGuy1nNcF4AaABAg,2023-05-04T08:57:27Z,2023-05-04T08:57:27Z,0,زن شگفت انگیز قربونه نازنین کونت شیرینه خوشمزه ای مقویه بخورمش گوشت بده بزنیم ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0
sfM7_JLk-84,Ugwv7kCT6plvGh5iV0h4AaABAg,2023-05-02T21:32:24Z,2023-05-02T21:32:24Z,1,This is the best part of this movie.,1
sfM7_JLk-84,UgwTD3rgoG9PlxXLZfR4AaABAg,2023-05-02T12:33:01Z,2023-05-02T12:33:01Z,1,Hard to believe that mall is long gone now,1
sfM7_JLk-84,UgwBT1-6bq6a_rbdRvl4AaABAg,2023-05-02T06:21:20Z,2023-05-02T06:23:32Z,0,"WW84  🤝  Suicide Squad (2016)               

*both having better trailers than movies*",1
sfM7_JLk-84,UgyNlPmU6kzEFMo4nHJ4AaABAg,2023-05-01T05:30:32Z,2023-05-01T05:30:32Z,0,Happy birthday gal gadot,1
sfM7_JLk-84,UgwZv3lvt02vwpWKoTR4AaABAg,2023-04-30T22:02:09Z,2023-04-30T22:02:09Z,14,No matter how many times I watch this trailer 1:40 gives me chills every time 🖤✨,1
sfM7_JLk-84,Ugyr1d9PxbiXeDNYtxt4AaABAg,2023-04-30T11:36:10Z,2023-04-30T11:36:10Z,4,this movie was good but it can be Better.,1
sfM7_JLk-84,UgxDhLnUFypzTTCpNX94AaABAg,2023-04-24T21:03:53Z,2023-04-24T21:03:53Z,2,"Editor: ""So how hard do you want this trailer to go?""
Dc: ""Yes:",1
sfM7_JLk-84,UgzwP_H-lNSTrDHrIW14AaABAg,2023-04-23T13:52:53Z,2023-04-23T13:52:53Z,0,"alexa play Would've, Could've, Should've by taylor swift",1
