Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,predicted_label
_Z3QKkl1WyM,UgxRu5-kVYEpP-rt9kp4AaABAg,2023-06-26T00:24:13Z,2023-06-26T00:24:13Z,1,This movie was very well done. I loved it.,1
_Z3QKkl1WyM,Ugzmvq-Fpw8MyVf61-t4AaABAg,2023-06-21T11:30:12Z,2023-06-21T11:30:12Z,1,1:17 my favorite part,1
_Z3QKkl1WyM,Ugxjwwmip7qDEPAObjR4AaABAg,2023-06-20T15:27:41Z,2023-06-20T15:27:41Z,0,Will the future men  know how magnificent this trailer was ??????????,1
_Z3QKkl1WyM,UgwUpW2LVcjP0V4vTrN4AaABAg,2023-06-19T17:46:21Z,2023-06-19T17:46:21Z,1,One of the best trailers I’ve ever seen!!!! 🔥🔥🔥,1
_Z3QKkl1WyM,UgzCs_1UYaNctSSXVrt4AaABAg,2023-06-19T13:47:05Z,2023-06-19T13:47:05Z,0,WAKANDA FOREVER AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
_Z3QKkl1WyM,UgyaFcsgjiVHP4ECWx14AaABAg,2023-06-18T04:25:14Z,2023-06-18T04:25:14Z,0,It’s almost a year,1
_Z3QKkl1WyM,UgwPJQJNGdgPhMZUhzh4AaABAg,2023-06-17T08:41:56Z,2023-06-17T08:41:56Z,0,"Still am super happy Sampa The Greats song was used for this movie trailer... p
# Zambiakuchalo",1
_Z3QKkl1WyM,UgwS9ijiOp3hj2knH9N4AaABAg,2023-06-16T10:05:00Z,2023-06-16T10:05:00Z,0,He's also dead. Bugs Bunny too.,1
_Z3QKkl1WyM,Ugw94FC2VNdHSoadGfx4AaABAg,2023-06-16T10:04:48Z,2023-06-16T10:04:48Z,0,RIP Bugs Bunny too.,1
_Z3QKkl1WyM,UgwDGVgRsRUGGBwEwKt4AaABAg,2023-06-16T10:04:05Z,2023-06-16T10:04:05Z,0,Now Black Panther is ruined.,1
_Z3QKkl1WyM,UgwnE16V5qwsgn1pKR94AaABAg,2023-06-16T10:03:55Z,2023-06-16T10:03:55Z,0,This is real disappointing.,1
_Z3QKkl1WyM,UgzCqtirWIUUNcI9Pd14AaABAg,2023-06-16T10:03:45Z,2023-06-16T10:03:45Z,0,This really ruined Black Panther.,1
_Z3QKkl1WyM,UgyQ5CfK67gmYz-P9E54AaABAg,2023-06-16T10:03:23Z,2023-06-16T10:03:23Z,0,RIP Chadwick Boseman as T'Challa/Black Panther.,1
_Z3QKkl1WyM,UgwH3jzyQR4PrQsid7F4AaABAg,2023-06-16T09:54:30Z,2023-06-16T09:54:30Z,0,"WAKANDA FOREVAH, WAKANDA FOREVAAAAAAH. WE WAH AFRIKA KINGA",1
_Z3QKkl1WyM,UgwkxL642-WvAL7ckgx4AaABAg,2023-06-14T07:30:10Z,2023-06-14T07:30:10Z,0,"May the traps they set, let them fall into it themselves",1
_Z3QKkl1WyM,UgzStdbUAKHOM8FCMQp4AaABAg,2023-06-13T16:20:38Z,2023-06-13T16:20:38Z,5,"When i saw this film in theaters i just about teared up. The silence at the beginning of the intro broke my heart, and shuri on the beach at the end stole it for me. Loooooved this movie and by far the best movie of phase 4.",1
_Z3QKkl1WyM,Ugw1ILyP_Tk-cWhtXhB4AaABAg,2023-06-12T01:32:14Z,2023-06-12T01:32:14Z,0,This movie is easily in my top 3 marvel movies. Period.,1
_Z3QKkl1WyM,UgwOAlWKFjZA0IuKigl4AaABAg,2023-06-11T05:58:13Z,2023-06-11T05:58:13Z,1,i'm a 10-year-old girl and i love this movie,1
_Z3QKkl1WyM,Ugyzxfd8pGbkas6AcsZ4AaABAg,2023-06-10T19:51:47Z,2023-06-10T19:51:47Z,0,Nice,1
_Z3QKkl1WyM,UgxIeVFJ6ztUn-m13pt4AaABAg,2023-06-10T15:13:58Z,2023-06-10T15:14:45Z,1,The fact that we will forever have this  always warms my heart❤️🔥🇿🇲,1
_Z3QKkl1WyM,Ugw59WR_-aI-c-BVlXJ4AaABAg,2023-06-10T14:29:06Z,2023-06-10T14:29:06Z,1,This movie could have been good if they strip out all the marvel schlock.,1
_Z3QKkl1WyM,Ugy6lhrh87R1rfe6EvZ4AaABAg,2023-06-10T00:12:16Z,2023-06-10T00:12:16Z,2,Valentina hoshiko's number 1 best movie,1
_Z3QKkl1WyM,Ugw6Wef37hVpJ7joxgN4AaABAg,2023-06-08T23:14:33Z,2023-06-08T23:14:33Z,0,So they're trying to make a Mexican  cultural God/Hero a bad guy? Guess this is not for me...,1
_Z3QKkl1WyM,UgxX7C4MDkegraa6O-N4AaABAg,2023-06-08T22:27:33Z,2023-06-08T22:27:33Z,0,"I dont know why the reviews arent that grade. This has to be one of my favourite mcu movie. It's right there along with guardians of galaxy vol1. And I think this might just be my favourite mcu movie. I like that the main character shuri is so full of vengeance, but not exactly in an anti hero kind of way, but you can feel the pain of her only not too long ago mourning the death of her beloved brother and then her mother, and even though we can guess pretty well how itll end up, at the moment when she was so blinded by that rage, the emotion really got through to the audience, unlike any of the other movies. But because that emotion felt so raw, I still feel worry that shed make the wrong choice and consumed by her grief and rage. 
What I didnt like was pop songs being used  in the movie, or songs with actual lyrics. I thought the whole movie could really do without it. I thought the score and the sound effect is also on another level compared to the other mcu movies but its probably just me.",1
_Z3QKkl1WyM,Ugz25BAkSSyVsxeae6d4AaABAg,2023-06-08T18:15:55Z,2023-06-08T18:15:55Z,0,Dis trailer hit different,1
_Z3QKkl1WyM,Ugw-Ld9ypjCvtpHDIwB4AaABAg,2023-06-06T19:33:16Z,2023-06-06T19:33:16Z,0,No mention of Sampa the Great for music credit?,1
_Z3QKkl1WyM,Ugxd5X6JxQlJeMbOKPF4AaABAg,2023-06-04T05:25:31Z,2023-06-04T05:25:31Z,1,"I wasn't expecting much from this. Boy, was in wrong. The movie is excellent. Well done to all involved in honouring Chadwick Boseman with tremendous grace and respect. Very moving MARVEL montage logo at the beginng brought tears from me. See this movie.",1
_Z3QKkl1WyM,UgxEnZ-hOuOYyrqW3bd4AaABAg,2023-06-03T12:17:02Z,2023-06-03T12:17:02Z,1,"if you hate this movie, you're really racist",1
_Z3QKkl1WyM,UgyZX10YlPEs_NhJFVx4AaABAg,2023-06-02T23:10:16Z,2023-06-02T23:10:16Z,0,"This unfortunately did not live up to Chadwicks fantastic performance.  utilizing a literal copycat of iron man (which completely cheapens Tony Starks heroic sacrifice in the last avengers and honestly looks more like a gundam), clumsy and cringe worthy dialogue and zero consistency.  Characters flopping back and forth from weaklings to unstoppable gods back to easily defeated weaklings depending on what the plot needed at the time.  It felt like a bunch of 4th graders took over the writing on this one and its really really sad.   Had such high hopes, but for me the first one was without question far superior to this. Not just in acting but more importantly, in the writing.",1
_Z3QKkl1WyM,UgxlzevhWFzFEmGmf1F4AaABAg,2023-06-02T03:35:36Z,2023-06-02T03:35:36Z,0,"i forced bonkers but brilliant , natethespongebobandamphibiafan2023 and arturo mendoza to watch this movie",1
