Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,label,confidence
m9EX0f6V11Y,UgyDlvHqnyK2SxWuV2p4AaABAg,2023-06-24T07:20:07Z,2023-06-24T07:20:07Z,1,1:04 Goosebumps 🔥🔥 The Weeknd XO 🖤,NON_HATE,0.9558415412902832
m9EX0f6V11Y,UgziZXFXaXrcwy54pxR4AaABAg,2023-06-23T17:15:26Z,2023-06-23T17:15:26Z,0,Great,NON_HATE,0.9780728220939636
m9EX0f6V11Y,Ugw_a6Pl19KZ99pRHh94AaABAg,2023-06-22T02:52:30Z,2023-06-22T02:52:30Z,2,one of my favorite shows in 2022❤,NON_HATE,0.9698477387428284
m9EX0f6V11Y,UgzotgR1jOkHmvJueyt4AaABAg,2023-06-19T14:51:47Z,2023-06-19T14:51:47Z,0,"as a Muslim her character is the most non Muslim character ive see 
shame on you people",NON_HATE,0.8707708120346069
m9EX0f6V11Y,UgwpUSzi8hk457VLr594AaABAg,2023-06-19T14:50:50Z,2023-06-19T14:50:50Z,0,"we don't need "" REPRESENTATION"" if you're gonna do it wrong then don't do it at all 
showing a Muslim hero in a world where you shows '""god"" and other nonsense is soo rude 
and how is she even considered Muslim??,she dose not covers her hair and herself ,she has a crush on a boy with packs like many stereotype western girls and her head was half naked while PRAYING 
FOR GODS SAKE don't disrespect Muslims with this hideous character representation",NON_HATE,0.7717744708061218
m9EX0f6V11Y,UgwRAaRZPSnjF2cBKPx4AaABAg,2023-06-19T14:27:07Z,2023-06-19T14:27:07Z,1,"everything is nice and all but i have to say as a Musilm there are many things wrong with her character first of all in 0:49 half of her hair is uncovered while she is praying and that was the most disrespectful thing ive seen 
and secondly having relationships with other boys is not excepted in Islam no matter how modern she is the teachings of our religion dont change so if you want to represent Muslim characters then please for gods sake show our religion properly or dont show it at all",NON_HATE,0.9337249398231506
m9EX0f6V11Y,UgzqwMS4r_JztImZW314AaABAg,2023-06-18T09:30:01Z,2023-06-18T09:30:01Z,0,I want this version of Blinding Lights,NON_HATE,0.9473891258239746
m9EX0f6V11Y,Ugy87mDcFj0tVWKTLyZ4AaABAg,2023-06-18T02:22:27Z,2023-06-18T02:22:27Z,0,Love the show can't wait for the Marvel's!!!😁😁😁,NON_HATE,0.9413866400718689
m9EX0f6V11Y,UgxSLVP_qZe0pOI466x4AaABAg,2023-06-15T15:47:37Z,2023-06-15T15:47:37Z,1,Wtf are these robotic comments 😭 I’ve never seen more “positive” comments on anything in my life including highly rated shows. Do you guys have something to prove or something ? Lmao y’all just loved it soooo much it made you come back and leave a whole paragraph for it ? Why this show? Like I guess this show is life changing and the whole world should see it according to these life changing reviews 👏,NON_HATE,0.9422115087509155
m9EX0f6V11Y,UgxTqUeugYTS8Cs9WY94AaABAg,2023-06-12T19:59:23Z,2023-06-12T19:59:23Z,0,❤️🇵🇰,NON_HATE,0.9780728220939636
m9EX0f6V11Y,Ugx9kVWfJARDuZdX97l4AaABAg,2023-06-09T00:52:01Z,2023-06-09T00:52:01Z,0,"Low and behold, it’s already 1 year old!!!

Next up is The Marvels 😃
It opens on my sisters birthday",NON_HATE,0.9364668726921082
m9EX0f6V11Y,Ugy2sidUMieeB9Wb_LJ4AaABAg,2023-06-07T10:51:31Z,2023-06-07T10:51:31Z,0,Disney is desperate. This has got to be the worst avengers show ever!,NON_HATE,0.9682963490486145
m9EX0f6V11Y,UgyseP7kULD4oEqXogZ4AaABAg,2023-05-30T17:21:07Z,2023-05-30T17:21:07Z,0,It's nice but i love VANDA❤,NON_HATE,0.9683954119682312
m9EX0f6V11Y,UgwpeigDbLirAG6EnpZ4AaABAg,2023-05-29T01:14:11Z,2023-05-29T01:14:11Z,0,They really made the circle q exploding so satisfying 🤣🤣💀 1:10,NON_HATE,0.9699516892433167
m9EX0f6V11Y,UgxsP003h8yv5UjlDFp4AaABAg,2023-05-26T18:33:02Z,2023-05-26T18:33:02Z,1,"As a huge marvel fan I asked myself ""how did I not know about this show I've seen everything else"" but then I watched and knew exactly why. This show was hot garbage.",NON_HATE,0.957369863986969
m9EX0f6V11Y,UgwlsjcgGYkuEhXcQuN4AaABAg,2023-05-26T04:22:28Z,2023-05-26T04:22:28Z,1,Children movie,NON_HATE,0.9711106419563293
m9EX0f6V11Y,UgwVKCCforgWPtkcp-N4AaABAg,2023-05-23T20:32:37Z,2023-05-23T20:32:37Z,2,Summer of 22 was the best year of my life,NON_HATE,0.9752312898635864
m9EX0f6V11Y,UgwRwLNHRMswCoY8y5Z4AaABAg,2023-05-22T17:52:17Z,2023-05-22T17:52:17Z,0,I'm definitly rewatching it,NON_HATE,0.9740871787071228
m9EX0f6V11Y,UgzuSgIFYvhleHGQ2EZ4AaABAg,2023-05-21T10:28:50Z,2023-05-21T10:28:50Z,0,"Look really really good and original :)





Nooooooooot.",NON_HATE,0.976314127445221
m9EX0f6V11Y,UgwPw5p954uvmHzsWjd4AaABAg,2023-05-18T22:26:20Z,2023-05-18T22:26:20Z,0,This show sucked and I hope future projects fail,NON_HATE,0.9562573432922363
m9EX0f6V11Y,UgwBztAvjl7w6LBHqIZ4AaABAg,2023-05-13T17:15:53Z,2023-05-13T17:15:53Z,0,"I'm not here because im interested, and i doubt I'll ever be but please stop trying so hard to push this. And i mean more so than usual. On my google homepage i lve seen 2 different sites tote and go on about ""no more tom Holland""... ""We got this now"" 
And i understand advertisement and i dont even care about tom Holland like that but yall pushing way too hard on something for teenie boppers.",NON_HATE,0.9504406452178955
m9EX0f6V11Y,UgzzCzIYaw8pKjqgC1d4AaABAg,2023-05-11T19:23:15Z,2023-05-11T19:23:15Z,0,"this i a pakistani series and ms marvel is pakistani 
me too",NON_HATE,0.9718705415725708
m9EX0f6V11Y,UgwPyXSdBiVTdhaCeiV4AaABAg,2023-05-10T18:20:18Z,2023-05-10T18:20:18Z,3,🤢,NON_HATE,0.9780728220939636
m9EX0f6V11Y,Ugw_P0R2jThzxKolw_p4AaABAg,2023-05-10T15:38:42Z,2023-05-10T15:38:42Z,0,I cannot wait to see this. I love her.,NON_HATE,0.9662874341011047
